State,District,Year,Black pepper,,,Coconut,,,Sugarcane,,,Tobacco,,,Dry chillies,,,Onion,,,Arecanut,,,Banana,,,Coriander,,,Potato,,,Sweet potato,,,Turmeric,,,Bhindi,,,Brinjal,,,Citrus Fruit,,,Cucumber,,,Grapes,,,Mango,,,Orange,,,Other Fresh Fruits,,,Other Vegetables,,,Papaya,,,Pome Fruit,,,Tomato,,,Sunflower,,,Cashewnut,,,Tapioca,,,Cabbage,,,Peas (vegetable),,,Bottle Gourd,,,Ginger,,,Sannhamp,,,Garlic,,
,,2003 - 2004,,,,86,342720,3985.12,435,31537,72.5,13777,17318,1.26,,,,,,,,,,2960,23820,8.05,15401,4913,0.32,,,,15,108,7.2,691,4806,6.96,5506,47726,8.67,1495,27359,18.3,114,1918,16.82,399,0,0,4,69,17.25,4174,61878,14.82,910,15208,16.71,581,1280,2.2,2392,0,0,187,16981,90.81,148,8420,56.89,19358,293269,15.15,,,,,,,,,,11,0,0,,,,36,0,0,,,,,,,,,
,,2004 - 2005,,,,64,486530,7602.03,393,34395,87.52,12981,14110,1.09,,,,,,,,,,1302,37774,29.01,9147,2451,0.27,142,1406,9.9,26,53,2.04,1568,14151,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2005 - 2006,,,,60,227136,3785.6,1817,175635,96.66,13857,14927,1.08,,,,,,,,,,1234,28942,23.45,6514,2736,0.42,,,,8,42,5.25,978,7409,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180697,106120,0.59,,,,,,,,,,,,,,,,,,,,,,,,
,,2006 - 2007,,,,52,421974,8114.88,2246,210675,93.8,8155,9251,1.13,,,,,,,,,,2128,45722,21.49,6517,2020,0.31,,,,6,33,5.5,1183,9277,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174126,112494,0.65,,,,,,,,,,,,,,,,1,3,3,,,,,,
,,2007 - 2008,,,,,,,2000,143000,71.5,7000,10000,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008 - 2009,,,,71,646668,9108,1055,94785,89.84,11614,18513,1.59,,,,,,,,,,2227,59036,26.51,6452,4445,0.69,15,135,9,7,40,5.71,941,9495,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144534,113086,0.78,,,,,,,,,,,,,,,,,,,,,,,,
,,2009 - 2010,,,,49,289755,5913.37,1406,116158,82.62,18627,31479,1.69,,,,,,,,,,2253,55933,24.83,9282,6646,0.72,8,69,8.63,74,436,5.89,995,12047,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140629,84432,0.6,,,,,,,,,,,,,,,,,,,,,,,,
,,2010 - 2011,,,,51,445000,8725.49,1738,168912,97.19,12141,21405,1.76,,,,,,,,,,2018,54942,27.23,3659,2477,0.68,14,157,11.21,6,77,12.83,1918,15098,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78213,63375,0.81,,,,,,,,,,,,,,,,,,,,,,,,
,,2011 - 2012,,,,15,119280,7952,985,100261,101.79,9007,14529,1.61,,,,,,,,,,612,18621,30.43,3151,1711,0.54,32,321,10.03,41,527,12.85,4778,39371,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32425,21656,0.67,,,,,,,,,,,,,,,,,,,,,,,,
,,2012 - 2013,,,,16,138000,8625,2000,138000,69,7000,9000,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2013 - 2014,,,,8,58000,7250,751,80420,107.08,,,,,,,,,,,,,1632,51539,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,0,,,
,,2014 - 2015,,,,,,,714,83391,116.79,,,,,,,,,,,,,1985,90691,45.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 - 2016,,,,,,,960,95616,99.6,,,,,,,,,,,,,2331,117795,50.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016 - 2017,,,,,,,406,42708,105.19,,,,,,,,,,,,,2032,116810,57.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2017 - 2018,,,,14,,0,453,59259,130.81,,,,,,,,,,,,,2266,220200,97.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2018 - 2019,,,,10,,0,,,,,,,,,,,,,,,,2915,244200,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,5,92000,18400,,,,,,,,,,,,,,,,3970,238200,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020 - 2021,,,,22,385000,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021 - 2022,,,,19,349000,18368.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022 - 2023,,,,13,238000,18307.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15. Nandyal,2022 - 2023,,,,8,147000,18375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16. Ntr,2022 - 2023,,,,72,1319000,18319.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17. Palnadu,2022 - 2023,,,,12,220000,18333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18. Parvathipuram manyam,2022 - 2023,,,,104,1905000,18317.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19. Prakasam,1998 - 1999,,,,,,,300,22600,75.33,74500,80400,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1999 - 2000,,,,,,,343,27265,79.49,65876,53294,0.81,25519,38806,1.52,303,4590,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000 - 2001,,,,209,2240700,10721.05,272,21836,80.28,6985,14894,2.13,,,,,,,,,,615,12085,19.65,3057,2268,0.74,,,,542,10129,18.69,246,1105,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,166,0.22,,,,,,,,,,,,,,,,,,,,,
,,2001 - 2002,,,,202,2195568,10869.15,287,23462,81.75,51549,57805,1.12,,,,,,,,,,511,8370,16.38,2993,2317,0.77,,,,605,9829,16.25,314,1357,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,193,0.27,,,,,,,,,,,,,,,,,,,,,
,,2002 - 2003,,,,202,2267460,11225.05,376,24440,65,58544,64818,1.11,,,,,,,,,,538,10429,19.38,3841,2124,0.55,,,,425,4655,10.95,183,981,5.36,511,3629,7.1,558,7369,13.21,987,4383,4.44,444,0,0,,,,5235,16046,3.07,10581,187420,17.71,3069,11606,3.78,1134,0,0,721,94052,130.45,395,1677,4.25,4048,19694,4.87,,,,687,85,0.12,,,,,,,,,,7,0,0,,,,,,,,,
,,2003 - 2004,,,,200,2369640,11848.2,289,20521,71.01,58542,68824,1.18,,,,,,,,,,82,794,9.68,6061,4588,0.76,,,,317,2100,6.62,172,1061,6.17,330,2610,7.91,370,7033,19.01,1544,8119,5.26,331,0,0,,,,5518,15192,2.75,13608,204728,15.04,2772,12008,4.33,972,0,0,160,14530,90.81,1758,3574,2.03,4282,38638,9.02,,,,698,187,0.27,,,,5,0,0,,,,46,0,0,,,,,,,,,
,,2004 - 2005,,,,202,2373274,11748.88,144,10717,74.42,61802,77556,1.25,,,,,,,,,,89,1793,20.15,1558,957,0.61,,,,215,2187,10.17,89,719,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,147,0.21,,,,,,,,,,,,,,,,,,,,,
,,2005 - 2006,,,,123,1077384,8759.22,89,6404,71.96,61058,76996,1.26,,,,,,,,,,90,1510,16.78,1557,1101,0.71,,,,245,3164,12.91,149,934,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27657,39408,1.42,648,173,0.27,,,,,,,,,,,,,,,,,,,,,
,,2006 - 2007,,,,100,1287287,12872.87,124,9854,79.47,60299,62230,1.03,,,,,,,,,,95,1890,19.89,1246,677,0.54,,,,159,2487,15.64,176,1035,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38937,33417,0.86,672,177,0.26,,,,,,,,,,,,,,,,,,,,,
,,2007 - 2008,,,,,,,,,,57000,67000,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008 - 2009,,,,63,577778,9171.08,251,20080,80,81738,120504,1.47,,,,,,,,,,452,9320,20.62,2583,2469,0.96,,,,204,4280,20.98,329,2261,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39982,40780,1.02,1060,339,0.32,,,,,,,,,,,,,,,,,,,,,
,,2009 - 2010,,,,61,684360,11219.02,144,10656,74,94292,157105,1.67,,,,,,,,,,382,8794,23.02,1555,1600,1.03,,,,129,2484,19.26,281,1752,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23750,23312,0.98,1063,316,0.3,,,,,,,,,,,,,,,,,,,,,
,,2010 - 2011,,,,73,865000,11849.32,331,27142,82,81271,127518,1.57,,,,,,,,,,292,7444,25.49,843,571,0.68,,,,137,1918,14,532,3248,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18503,22870,1.24,1056,253,0.24,,,,,,,,,,,,,,,,,,,,,
,,2011 - 2012,,,,47,655424,13945.19,423,34263,81,62776,109504,1.74,,,,,,,,,,430,11455,26.64,529,501,0.95,,,,99,1571,15.87,1343,10084,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17007,18623,1.1,1078,277,0.26,,,,,,,,,,,,,,,,,,,,,
,,2012 - 2013,,,,39,666000,17076.92,1000,51000,51,72000,133000,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2013 - 2014,,,,39,646000,16564.1,673,53132,78.95,,,,,,,,,,,,,487,9561,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,,0,,,
,,2014 - 2015,,,,37,600000,16216.22,900,64800,72,,,,,,,,,,,,,479,10193,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 - 2016,,,,40,600000,15000,628,49946,79.53,,,,,,,,,,,,,688,18068,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016 - 2017,,,,40,600000,15000,444,34632,78,,,,,,,,,,,,,401,10811,26.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2017 - 2018,,,,21,500000,23809.52,233,16567,71.1,,,,,,,,,,,,,426,24060,56.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2018 - 2019,,,,19,600000,31578.95,,,,,,,,,,,,,,,,204,21000,102.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,19,350000,18421.05,,,,,,,,,,,,,,,,380,22800,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020 - 2021,,,,55,963000,17509.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021 - 2022,,,,50,918000,18360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022 - 2023,,,,20,366000,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20. Spsr nellore,1998 - 1999,,,,,,,6100,546100,89.52,12900,14000,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1999 - 2000,,,,,,,6562,614664,93.67,12061,14123,1.17,3652,7692,2.11,35,459,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000 - 2001,,,,422,4516050,10701.54,7872,633231,80.44,12,28,2.33,,,,,,,,,,567,8154,14.38,125,93,0.74,,,,234,2341,10,137,615,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,162,0.22,25,191,7.64,,,,,,,,,,,,,,,,,,
,,2001 - 2002,,,,590,6518448,11048.22,9842,869265,88.32,10068,11548,1.15,,,,,,,,,,479,8030,16.76,20,15,0.75,,,,260,4442,17.08,107,462,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,183,0.28,25,207,8.28,,,,,,,,,,,,,,,,,,
,,2002 - 2003,,,,599,6744240,11259.17,6986,727885,104.19,10313,11881,1.15,,,,,,,,,,521,10099,19.38,33,18,0.55,,,,112,1174,10.48,175,938,5.36,211,1386,6.57,490,6471,13.21,23661,111117,4.7,85,0,0,,,,9804,33578,3.42,1680,29844,17.76,1439,1459,1.01,525,0,0,8,1044,130.5,395,2994,7.58,154,1108,7.19,,,,778,97,0.12,,,,,,,2,0,0,11,0,0,,,,,,,,,
,,2003 - 2004,,,,487,5754840,11816.92,5694,547216,96.1,11122,16761,1.51,,,,,,,,,,485,4699,9.69,145,110,0.76,,,,85,806,9.48,91,561,6.16,165,1136,6.88,386,7337,19.01,23819,136822,5.74,64,0,0,,,,9930,59308,5.97,1867,28309,15.16,1660,2182,1.31,443,0,0,8,726,90.75,418,3623,8.67,87,835,9.6,,,,806,216,0.27,,,,,,,,,,3,0,0,,,,,,,,,
,,2004 - 2005,,,,536,6296928,11748,5521,521917,94.53,10375,7592,0.73,,,,,,,,,,458,8480,18.52,24,15,0.63,,,,138,1771,12.83,118,954,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,157,0.21,,,,,,,,,,,,,,,,,,,,,
,,2005 - 2006,,,,511,4460904,8729.75,7790,732019,93.97,10759,9870,0.92,,,,,,,,,,470,7887,16.78,20,14,0.7,,,,27,348,12.89,165,1034,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15832,7633,0.48,662,176,0.27,,,,,,,,,,,,,,,,,,,,,
,,2006 - 2007,,,,511,6582416,12881.44,10395,1189593,114.44,11097,13183,1.19,,,,,,,,,,667,13271,19.9,,,,,,,135,1454,10.77,213,1252,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11451,6113,0.53,674,178,0.26,,,,,,,,,,,,,,,,,,,,,
,,2007 - 2008,,,,,,,10000,946000,94.6,10000,7000,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008 - 2009,,,,800,7306096,9132.62,7825,687108,87.81,12182,8040,0.66,,,,,,,,,,860,17733,20.62,,,,,,,41,558,13.61,98,673,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9050,5392,0.6,479,140,0.29,17,211,12.41,,,,,,,,,,,,,,,,,,
,,2009 - 2010,,,,800,9033552,11291.94,4832,486932,100.77,14173,18042,1.27,,,,,,,,,,1196,27534,23.02,,,,,,,61,359,5.89,111,692,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883,2903,0.75,480,143,0.3,,,,,,,,,,,,,,,,,,,,,
,,2010 - 2011,,,,788,9339000,11851.52,7172,658905,91.87,10863,18369,1.69,,,,,,,,,,1278,32579,25.49,,,,,,,40,512,12.8,153,934,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704,2460,0.91,491,118,0.24,4,26,6.5,,,,,,,,,,,,,,,,,,
,,2011 - 2012,,,,769,10769808,14004.95,9061,976456,107.76,10882,17531,1.61,,,,,,,,,,1177,18284,15.53,,,,,,,175,2250,12.86,280,2102,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862,1983,0.69,453,116,0.26,,,,,,,,,,,,,,,,,,,,,
,,2012 - 2013,,,,735,12558000,17085.71,10000,973000,97.3,9000,14000,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2013 - 2014,,,,543,9000000,16574.59,7835,817711,104.37,,,,,,,,,,,,,816,25764,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2014 - 2015,,,,491,6000000,12219.96,4002,393918,98.43,,,,,,,,,,,,,551,11725,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 - 2016,,,,498,5976000,12000,1896,195847,103.29,,,,,,,,,,,,,726,19065,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016 - 2017,,,,466,6400000,13733.91,1184,114425,96.64,,,,,,,,,,,,,813,21919,26.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2017 - 2018,,,,406,5700000,14039.41,962,99086,103,,,,,,,,,,,,,763,92700,121.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2018 - 2019,,,,376,6600000,17553.19,,,,,,,,,,,,,,,,670,96720,144.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,390,7176000,18400,,,,,,,,,,,,,,,,962,57720,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020 - 2021,,,,335,5863000,17501.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021 - 2022,,,,343,6298000,18361.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022 - 2023,,,,364,6669000,18321.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21. Sri sathya sai,2022 - 2023,,,,387,7090000,18320.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22. Srikakulam,1998 - 1999,,,,,,,6900,478000,69.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1999 - 2000,,,,,,,3956,320608,81.04,,,,3249,5269,1.62,1404,27488,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000 - 2001,,,,13576,99117270,7300.92,2733,207156,75.8,44,103,2.34,,,,,,,,,,1226,17335,14.14,,,,7,60,8.57,52,703,13.52,265,1190,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18571,6339,0.34,191,1462,7.65,,,,,,,,,,144,273,1.9,,,,,,
,,2001 - 2002,,,,13645,131830848,9661.48,6631,540035,81.44,40,59,1.48,,,,,,,,,,1132,14223,12.56,,,,8,52,6.5,42,558,13.29,235,1016,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18901,7965,0.42,252,2085,8.27,,,,,,,,,,131,345,2.63,,,,,,
,,2002 - 2003,,,,13682,112823694,8246.14,3150,207251,65.79,29,65,2.24,,,,,,,,,,765,14829,19.38,,,,,,,47,508,10.81,229,1228,5.36,291,1911,6.57,754,9504,12.6,,,,,,,,,,8466,11763,1.39,,,,299,51,0.17,742,0,0,,,,44,336,7.64,345,2367,6.86,,,,19080,8414,0.44,228,1381,6.06,242,0,0,,,,45,0,0,140,229,1.64,,,,,,
,,2003 - 2004,,,,13709,136160080,9932.17,6835,487281,71.29,35,75,2.14,,,,,,,,,,535,3003,5.61,,,,,,,36,260,7.22,246,1518,6.17,276,1901,6.89,909,27255,29.98,,,,,,,,,,8433,37754,4.48,,,,310,55,0.18,799,0,0,,,,44,380,8.64,344,3331,9.68,,,,19494,7427,0.38,201,1262,6.28,274,0,0,,,,53,0,0,140,398,2.84,,,,,,
,,2004 - 2005,,,,13744,99616798,7248.02,9065,690146,76.13,35,75,2.14,,,,,,,,,,1365,17524,12.84,,,,,,,24,220,9.17,265,2142,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19902,9016,0.45,154,1123,7.29,,,,,,,,,,143,391,2.73,,,,,,
,,2005 - 2006,,,,13749,108020616,7856.62,11004,801883,72.87,58,158,2.72,,,,,,,,,,1174,19700,16.78,,,,,,,43,418,9.72,261,1637,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042,2318,1.14,20240,8152,0.4,189,1560,8.25,,,,,,,,,,139,383,2.76,,,,,,
,,2006 - 2007,,,,14228,124788642,8770.64,12171,926116,76.09,70,165,2.36,,,,,,,,,,2131,42401,19.9,,,,,,,26,280,10.77,267,1570,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498,2844,0.81,20943,7226,0.35,189,2005,10.61,,,,,,,,,,139,391,2.81,,,,,,
,,2007 - 2008,,,,,,,11000,778000,70.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008 - 2009,,,,14615,110893120,7587.62,7139,548044,76.77,112,308,2.75,,,,,,,,,,1977,40766,20.62,11,11,1,,,,106,1442,13.6,251,1725,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784,2817,1.01,22971,5972,0.26,200,644,3.22,,,,,,,,,,139,292,2.1,,,,,,
,,2009 - 2010,,,,14619,142645888,9757.57,4028,287640,71.41,97,238,2.45,,,,,,,,,,1404,32323,23.02,,,,,,,40,305,7.63,231,1440,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,2404,0.97,22971,9165,0.4,201,630,3.13,,,,,,,,,,83,162,1.95,,,,,,
,,2010 - 2011,,,,14619,147532000,10091.8,3176,180905,56.96,105,337,3.21,,,,,,,,,,853,21745,25.49,,,,,,,50,641,12.82,200,1221,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3599,4474,1.24,23355,8442,0.36,132,384,2.91,,,,,,,,,,76,709,9.33,,,,,,
